 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,70484545,9,4,62,11607,20,0,6.888888889,5.30199124,11595,0,2901.75,5795.50069,165.5540232,0.184437596,5873712.083,18900000,65700000,4,69900000,8743264,23100000,65700000,55,539103,179701,310545.7136,538288,4,0,0,0,0,192,92,0.127687566,0.056750029,0,11595,833.9285714,3097.25274,9592974.533,0,0,0,0,1,0,0,0,0,898.0769231,6.888888889,2901.75,192,0,0,0,0,0,0,9,62,4,11607,256,229,7,20,4244896,0,4244896,4244896,65700000,0,65700000,65700000,DDoS
80,259771,3,5,26,11601,20,0,8.666666667,10.26320288,7215,0,2320.2,2991.555649,44758.65281,30.79635525,37110.14286,86540.44671,232034,61,27374,13687,19247.44658,27297,77,259599,64899.75,112153.4492,232034,102,0,0,0,0,72,112,11.54863322,19.24772203,0,7215,1291.888889,2441.667076,5961738.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,70484768,8,5,56,11607,20,0,7,5.656854249,10135,0,2321.4,4413.201989,165.4683747,0.184437012,5873730.667,18900000,65700000,3,69900000,9992333.571,24600000,65700000,3,539178,134794.5,268921.8988,538177,5,0,0,0,0,172,112,0.1134997,0.070937312,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,4248136,0,4248136,4248136,65700000,0,65700000,65700000,DDoS
80,300787,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2634.749552,38655.26103,26.59689415,42969.57143,102013.2098,273178,44,27468,13734,19236.13288,27336,132,300628,75157,132640.0045,273178,47,0,0,0,0,72,112,9.973835305,16.62305884,0,5840,1291.888889,2226.654017,4957988.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,70445441,8,5,56,11607,20,0,7,5.656854249,10135,0,2321.4,4413.201989,165.5607493,0.184539976,5870453.417,18900000,65700000,3,70000000,9993303.571,24600000,65700000,3,493222,123305.5,245836.6814,492060,5,0,0,0,0,172,112,0.113563062,0.070976914,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,4207930,0,4207930,4207930,65700000,0,65700000,65700000,DDoS
80,301193,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,38603.15479,29.88117254,37649.125,95727.38823,273396,15,27481,13740.5,19236.83998,27343,138,301059,60211.8,119759.4534,273396,15,0,0,0,0,72,132,9.960390846,19.92078169,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,70444864,8,5,56,11607,20,0,7,5.656854249,10135,0,2321.4,4413.201989,165.5621054,0.184541488,5870405.333,18900000,65700000,1,70000000,9993125.857,24600000,65700000,1,493737,123434.25,246163.4394,492679,4,0,0,0,0,172,112,0.113563992,0.070977495,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,4206844,0,4206844,4206844,65700000,0,65700000,65700000,DDoS
80,70445933,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,165.4744214,0.170343404,6404175.727,19900000,66200000,1,70400000,10100000,24800000,66200000,1,18910,6303.333333,10315.29167,18213,190,0,0,0,0,172,92,0.113562269,0.056781135,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,4197980,0,4197980,4197980,66200000,0,66200000,66200000,DDoS
80,286953,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,40518.83061,31.36402129,35869.125,96302.13391,273972,3,12674,6337,8397.600133,12275,399,286950,57390,121196.5961,273972,16,0,0,0,0,72,132,10.45467376,20.90934752,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,70447978,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,165.4696179,0.170338459,6404361.636,19900000,66200000,0,70400000,10100000,24800000,66200000,0,18998,6332.666667,10258.39253,18178,384,0,0,0,0,172,92,0.113558973,0.056779486,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,4199908,0,4199908,4199908,66200000,0,66200000,66200000,DDoS
80,288066,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,40362.27809,27.7714135,41152.28571,103065.9352,274653,57,12820,6410,8654.987002,12530,290,288009,72002.25,135230.5689,274653,153,0,0,0,0,72,112,10.41428006,17.35713343,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,70445054,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,165.4764861,0.170345529,6404095.818,19900000,66200000,1,70400000,10100000,24800000,66200000,1,18947,6315.666667,10295.50204,18202,189,0,0,0,0,172,92,0.113563686,0.056781843,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,4196933,0,4196933,4196933,66200000,0,66200000,66200000,DDoS
80,287961,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,40376.9955,24.30884738,47993.5,111226.7879,274811,69,12921,6460.5,8634.480905,12566,355,287885,95961.66667,155019.2864,274811,160,0,0,0,0,72,92,10.41807745,13.89076993,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,70469281,8,5,56,11601,20,0,7,5.656854249,4380,0,2320.2,2207.341206,165.4195961,0.184477546,5872440.083,19100000,66200000,1,70500000,10100000,24800000,66200000,1,30183,7545.75,14354.08816,29076,188,0,0,0,0,172,112,0.113524643,0.070952902,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,4194962,0,4194962,4194962,66200000,0,66200000,66200000,DDoS
80,288837,3,6,26,11601,20,0,8.666666667,10.26320288,7300,0,1933.5,2720.783986,40254.53803,31.15944287,36104.625,96756.02613,275334,67,12970,6485,8325.475242,12372,598,288761,57752.2,121758.2612,275334,81,0,0,0,0,72,132,10.38648096,20.77296191,0,7300,1162.7,2258.94725,5102842.678,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,70466088,8,4,56,11601,20,0,7,5.656854249,10135,0,2900.25,4871.82583,165.4270917,0.170294681,6406008,19900000,66200000,1,70500000,10100000,24800000,66200000,1,29990,9996.666667,16721.28731,29304,196,0,0,0,0,172,92,0.113529788,0.056764894,0,10135,897.1538462,2804.564846,7865583.974,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,4191909,0,4191909,4191909,66200000,0,66200000,66200000,DDoS
80,288805,3,6,26,11601,20,0,8.666666667,10.26320288,7300,0,1933.5,2720.783986,40258.99829,31.16289538,36100.625,96786.43948,275403,48,12993,6496.5,8389.821959,12429,564,288711,57742.2,121802.7916,275403,79,0,0,0,0,72,132,10.38763179,20.77526359,0,7300,1162.7,2258.94725,5102842.678,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,70465211,8,5,56,11601,20,0,7,5.656854249,5840,0,2320.2,2436.833027,165.4291506,0.184488201,5872100.917,19100000,66200000,0,70500000,10100000,24800000,66200000,0,30077,7519.25,14483.69751,29244,187,0,0,0,0,172,112,0.113531201,0.070957,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,4189971,0,4189971,4189971,66200000,0,66200000,66200000,DDoS
80,289441,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,40170.53562,27.63948439,41348.71429,103647.9853,276168,46,12987,6493.5,8621.752983,12590,397,289360,72340,136020.2642,276168,46,0,0,0,0,72,112,10.36480664,17.27467774,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71169618,8,5,56,11601,20,0,7,5.656854249,7300,0,2320.2,3022.508098,163.7918023,0.182662214,5930801.5,19000000,66300000,1,70500000,10100000,24800000,66300000,1,719600,179900,346270.7158,699115,175,0,0,0,0,172,112,0.112407516,0.070254698,0,7300,833.0714286,2033.250541,4134107.764,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,4188920,0,4188920,4188920,66300000,0,66300000,66300000,DDoS
80,290481,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,40026.71431,30.98309356,36310.125,97056.53723,276272,10,13065,6532.5,8795.701251,12752,313,290370,58074,122098.7449,276272,48,0,0,0,0,72,132,10.32769785,20.65539571,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71168742,8,4,56,11601,20,0,7,5.656854249,7300,0,2900.25,3563.297197,163.7938184,0.16861335,6469885.636,19900000,66300000,3,70500000,10100000,24800000,66300000,3,718711,239570.3333,397460.9839,698374,187,0,0,0,0,172,92,0.1124089,0.05620445,0,7300,897.1538462,2259.686698,5106183.974,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,4189071,0,4189071,4189071,66300000,0,66300000,66300000,DDoS
80,277062,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,41986.99208,32.48370401,34632.75,97581.08834,276133,3,766,383,473.7615434,718,48,277017,55403.4,123392.0514,276133,3,0,0,0,0,72,132,10.82790134,21.65580267,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,277055,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,41988.05291,32.48452473,34631.875,97590.35626,276155,2,799,399.5,495.6818536,750,49,277001,55400.2,123406.1209,276155,2,0,0,0,0,72,132,10.82817491,21.65634982,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,262939,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,44242.20066,34.22847124,32867.375,92637.37008,262133,3,655,327.5,246.7802666,502,153,262799,52559.8,117155.2089,262133,3,0,0,0,0,72,132,11.40949041,22.81898083,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,262962,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,44238.33101,34.22547745,32870.25,92666.20061,262207,3,608,304,425.6782823,605,3,262882,52576.4,117187.303,262207,3,0,0,0,0,72,132,11.40849248,22.81698496,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,91406,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,127267.3566,76.58140603,15234.33333,36874.93296,90503,11,778,389,520.430591,757,21,91359,30453,52006.49732,90503,11,0,0,0,0,72,92,32.82060259,43.76080345,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,312745,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,37196.43799,28.77743849,39093.125,110099.1341,311574,16,829,414.5,477.2970773,752,77,312701,62540.2,139214.5491,311574,16,0,0,0,0,72,132,9.592479496,19.18495899,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71280242,9,4,62,11601,20,0,6.888888889,5.30199124,8760,0,2900.25,4128.319301,163.6217789,0.18237873,5940020.167,19000000,66300000,3,70300000,8783129.5,23300000,66300000,3,1026151,342050.3333,582622.563,1014777,379,0,0,0,0,192,92,0.126262198,0.056116532,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,3979902,0,3979902,3979902,66300000,0,66300000,66300000,DDoS
80,311250,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,37375.1004,28.91566265,38906.25,109627.9678,310221,2,856,428,490.7321061,775,81,311197,62239.4,138626.4102,310221,2,0,0,0,0,72,132,9.638554217,19.27710843,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71281847,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,163.5339219,0.168345806,6480167.909,19900000,66300000,85,70300000,10000000,24800000,66300000,234,1026089,342029.6667,582734.1938,1014884,178,0,0,0,0,172,92,0.112230537,0.056115269,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,3980632,0,3980632,3980632,66300000,0,66300000,66300000,DDoS
80,312717,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,37199.76848,25.5822357,44673.85714,117729.5574,311659,5,779,389.5,413.657467,682,97,312649,78162.25,155664.8643,311659,5,0,0,0,0,72,112,9.593338386,15.98889731,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71472060,9,6,62,11601,20,0,6.888888889,5.30199124,5840,0,1933.5,2189.772933,163.1826479,0.209872221,5105147.143,17600000,66300000,5,70300000,8783044.75,23300000,66300000,5,1218651,243730.2,538670.8038,1207296,10,0,0,0,0,192,132,0.125923333,0.083948889,0,5840,729.3125,1589.473738,2526426.763,0,0,0,0,1,0,0,0,0,777.9333333,6.888888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,3978248,0,3978248,3978248,66300000,0,66300000,66300000,DDoS
80,254785,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,45658.10389,27.47414487,42464.16667,103599.2864,253935,20,643,321.5,385.3731957,594,49,254706,84902,146387.0067,253935,187,0,0,0,0,72,92,11.77463351,15.69951135,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71465254,9,4,62,11601,20,0,6.888888889,5.30199124,7215,0,2900.25,3540.00286,163.1981886,0.181906581,5955437.833,19000000,66300000,1,70300000,8781883.5,23300000,66300000,1,1221135,407045,695247.8651,1209823,160,0,0,0,0,192,92,0.125935325,0.055971256,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,3968955,0,3968955,3968955,66300000,0,66300000,66300000,DDoS
80,254596,3,5,26,11607,20,0,8.666666667,10.26320288,8675,0,2321.4,3769.536019,45691.9983,31.42233185,36370.85714,95909.14616,253872,3,642,321,364.8670991,579,63,254520,63630,126828.2488,253872,5,0,0,0,0,72,112,11.78337444,19.63895741,0,8675,1292.555556,2931.429562,8593279.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71461483,9,6,62,11601,20,0,6.888888889,5.30199124,5840,0,1933.5,2189.772933,163.2068005,0.209903285,5104391.643,17600000,66300000,1,70300000,8781750.5,23300000,66300000,1,1218350,243670,538551.1719,1207022,14,0,0,0,0,192,132,0.125941971,0.083961314,0,5840,729.3125,1589.473738,2526426.763,0,0,0,0,1,0,0,0,0,777.9333333,6.888888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,3967954,0,3967954,3967954,66300000,0,66300000,66300000,DDoS
80,223831,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,51945.44098,31.27359481,37305.16667,75227.7698,188147,18,35460,17730,25048.55062,35442,18,223699,74566.33333,99926.78272,188147,171,0,0,0,0,72,92,13.4029692,17.87062561,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71517736,8,5,56,11607,20,0,7,5.656854249,7300,0,2321.4,3346.363967,163.0784285,0.181773092,5959811.333,19000000,66300000,3,70300000,10000000,24900000,66300000,3,1260999,315249.75,629809.6049,1259964,5,0,0,0,0,172,112,0.111860364,0.069912728,0,7300,833.5,2184.061804,4770125.962,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,3962890,0,3962890,3962890,66300000,0,66300000,66300000,DDoS
80,211169,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,55060.16508,33.14880499,35194.83333,76453.34137,190445,49,20517,10258.5,13495.13292,19801,716,211060,70353.33333,104496.5007,190445,158,0,0,0,0,72,92,14.20663071,18.94217428,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71514403,8,4,56,11607,20,0,7,5.656854249,11595,0,2901.75,5795.50069,163.086029,0.167798366,6501309.364,19900000,66300000,0,70300000,10000000,24900000,66300000,0,1264725,421575,729351.1632,1263757,6,0,0,0,0,172,92,0.111865578,0.055932789,0,11595,897.6153846,3214.167532,10300000,0,0,0,0,1,0,0,0,0,972.4166667,7,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,3953910,0,3953910,3953910,66300000,0,66300000,66300000,DDoS
80,215624,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,53922.56892,32.46391867,35937.33333,78186.52781,194680,49,20713,10356.5,14289.92094,20461,252,215515,71838.33333,106875.2626,194680,182,0,0,0,0,72,92,13.913108,18.55081067,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71509398,8,6,56,11607,20,0,7,5.656854249,4380,0,1934.5,2177.344966,163.0974435,0.195778463,5500722.923,18300000,66300000,4,70200000,10000000,24900000,66300000,4,1264548,252909.6,564935.6163,1263497,15,0,0,0,0,172,132,0.111873407,0.083905055,0,4380,777.9333333,1627.46176,2648631.781,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,3949892,0,3949892,3949892,66300000,0,66300000,66300000,DDoS
80,738465,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,15744.82203,12.18744287,92308.125,252581.0202,717169,74,20751,10375.5,14292.74937,20482,269,738354,147670.8,318483.9664,717169,74,0,0,0,0,72,132,4.062480957,8.124961914,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,70998623,8,6,56,11607,20,0,7,5.656854249,4380,0,1934.5,2177.344966,164.2707916,0.197186923,5461432.538,18300000,66300000,16,69700000,9962092.857,24900000,66300000,164,1264773,252954.6,565006.6267,1263669,16,0,0,0,0,172,132,0.112678242,0.084508681,0,4380,777.9333333,1627.46176,2648631.781,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,3437133,0,3437133,3437133,66300000,0,66300000,66300000,DDoS
80,215801,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,53878.34162,37.07119059,30828.71429,72563.94984,194528,58,20639,10319.5,14050.91885,20255,384,215659,53914.75,94227.79397,194528,199,0,0,0,0,72,112,13.90169647,23.16949412,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71510602,8,4,56,11607,20,0,7,5.656854249,11595,0,2901.75,5795.50069,163.0946975,0.167807285,6500963.818,19900000,66300000,3,70200000,10000000,24900000,66300000,3,1264650,421550,729487.0657,1263889,12,0,0,0,0,172,92,0.111871524,0.055935762,0,11595,897.6153846,3214.167532,10300000,0,0,0,0,1,0,0,0,0,972.4166667,7,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,3949104,0,3949104,3949104,66300000,0,66300000,66300000,DDoS
80,215591,3,4,26,11601,20,0,8.666666667,10.26320288,8675,0,2900.25,4088.041942,53930.82272,32.46888785,35931.83333,78147.30846,194616,101,20680,10340,14072.83916,20291,389,215449,71816.33333,106837.8122,194616,194,0,0,0,0,72,92,13.91523765,18.5536502,0,8675,1453.375,3091.095642,9554872.268,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,71510642,8,5,56,11607,20,0,7,5.656854249,7215,0,2321.4,3327.769794,163.0946063,0.181791124,5959220.167,19000000,66300000,3,70300000,10000000,24900000,66300000,17,1250202,312550.5,624525.7293,1249339,3,0,0,0,0,172,112,0.111871461,0.069919663,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,3947964,0,3947964,3947964,66300000,0,66300000,66300000,DDoS
80,738260,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,15749.19405,12.19082708,92282.5,252572.7698,717123,14,20764,10382,14293.45647,20489,275,738117,147623.4,318485.4931,717123,14,0,0,0,0,72,132,4.063609027,8.127218053,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,70998671,8,4,56,11607,20,0,7,5.656854249,11595,0,2901.75,5795.50069,164.2706805,0.169017248,6454424.636,19900000,66300000,1,69700000,9964192.857,24900000,66300000,1,1249905,416635,721045.9003,1249227,5,0,0,0,0,172,92,0.112678165,0.056339083,0,11595,897.6153846,3214.167532,10300000,0,0,0,0,1,0,0,0,0,972.4166667,7,2901.75,172,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,3435980,0,3435980,3435980,66300000,0,66300000,66300000,DDoS
80,741741,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1973.024455,15675.28288,12.13361537,92717.625,259910.2023,735946,6,5449,2724.5,3783.728386,5400,49,741735,148347,328486.1613,735946,48,0,0,0,0,72,132,4.044538457,8.089076915,0,4380,1162.7,1775.649618,3152931.567,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,70980077,8,5,56,11607,20,0,7,5.656854249,7215,0,2321.4,3327.769794,164.313713,0.183149984,5915006.417,19000000,66300000,1,69700000,9961481,24900000,66300000,1,1250280,312570,624595.3945,1249463,5,0,0,0,0,172,112,0.112707683,0.070442302,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,3424917,0,3424917,3424917,66300000,0,66300000,66300000,DDoS
